JarHC Report for jarhc-check 1.0.0-SNAPSHOT
===========================================

JAR Files
---------
List of JAR files found in classpath.

JAR file                                                       | Size    | Classes | Resources | Checksum (SHA-1)                         | Artifact coordinates
json-20240303.jar                                              | [none]                                | jarhc-2.2.0.jar
maven-aether-provider-3.3.9.jar                                | aether-api-1.1.0.jar                  | jarhc-2.2.0.jar
                                                               | aether-impl-1.1.0.jar                 |
                                                               | aether-spi-1.1.0.jar                  |
                                                               | aether-util-1.1.0.jar                 |
                                                               | commons-lang3-3.4.jar                 |
                                                               | guava-33.1.0-jre.jar                  |
                                                               | maven-model-3.3.9.jar                 |
                                                               | maven-model-builder-3.3.9.jar         |
                                                               | maven-repository-metadata-3.3.9.jar   |
                                                               | plexus-component-annotations-1.6.jar  |
                                                               | plexus-utils-3.5.1.jar                |
aether-impl-1.1.0.jar                                          | aether-api-1.1.0.jar                  | jarhc-2.2.0.jar
                                                               | aether-spi-1.1.0.jar                  | maven-aether-provider-3.3.9.jar
                                                               | aether-util-1.1.0.jar                 |
                                                               | slf4j-api-2.0.13.jar                  |
aether-connector-basic-1.1.0.jar                               | aether-api-1.1.0.jar                  | jarhc-2.2.0.jar
                                                               | aether-spi-1.1.0.jar                  |
                                                               | aether-util-1.1.0.jar                 |
aether-transport-file-1.1.0.jar                                | aether-api-1.1.0.jar                  | jarhc-2.2.0.jar
                                                               | aether-spi-1.1.0.jar                  |
aether-util-1.1.0.jar                                          | aether-api-1.1.0.jar                  | aether-connector-basic-1.1.0.jar
                                                               |                                       | aether-impl-1.1.0.jar
                                                               |                                       | aether-transport-http-1.1.0.jar
                                                               |                                       | jarhc-2.2.0.jar
                                                               |                                       | maven-aether-provider-3.3.9.jar
aether-spi-1.1.0.jar                                           | aether-api-1.1.0.jar                  | aether-connector-basic-1.1.0.jar
                                                               |                                       | aether-impl-1.1.0.jar
                                                               |                                       | aether-transport-file-1.1.0.jar
                                                               |                                       | aether-transport-http-1.1.0.jar
                                                               |                                       | jarhc-2.2.0.jar
                                                               |                                       | maven-aether-provider-3.3.9.jar
aether-api-1.1.0.jar                                           | [none]                                | aether-connector-basic-1.1.0.jar
                                                               |                                       | aether-impl-1.1.0.jar
                                                               |                                       | aether-spi-1.1.0.jar
                                                               |                                       | aether-transport-file-1.1.0.jar
                                                               |                                       | aether-transport-http-1.1.0.jar
                                                               |                                       | aether-util-1.1.0.jar
                                                               |                                       | jarhc-2.2.0.jar
                                                               |                                       | maven-aether-provider-3.3.9.jar
maven-model-builder-3.3.9.jar                                  | commons-lang3-3.4.jar                 | maven-aether-provider-3.3.9.jar
                                                               | guava-33.1.0-jre.jar                  |
                                                               | maven-artifact-3.3.9.jar              |
                                                               | maven-builder-support-3.3.9.jar       |
                                                               | maven-model-3.3.9.jar                 |
                                                               | plexus-component-annotations-1.6.jar  |
                                                               | plexus-interpolation-1.21.jar         |
                                                               | plexus-utils-3.5.1.jar                |
guava-33.1.0-jre.jar                                           | checker-qual-3.42.0.jar               | maven-aether-provider-3.3.9.jar
                                                               | error_prone_annotations-2.26.1.jar    | maven-model-builder-3.3.9.jar
                                                               | failureaccess-1.0.2.jar               |
                                                               | jsr305-3.0.2.jar                      |
httpclient-4.5.14.jar                                          | commons-codec-1.16.1.jar              | aether-transport-http-1.1.0.jar
                                                               | httpcore-4.4.16.jar                   | aws-java-sdk-core-1.12.228.jar
                                                               | jcl-over-slf4j-2.0.13.jar             | aws-xray-recorder-sdk-core-2.17.0.jar
maven-model-3.3.9.jar                                          | commons-lang3-3.4.jar                 | maven-aether-provider-3.3.9.jar
                                                               | plexus-utils-3.5.1.jar                | maven-model-builder-3.3.9.jar
maven-repository-metadata-3.3.9.jar                            | plexus-utils-3.5.1.jar                | maven-aether-provider-3.3.9.jar
maven-artifact-3.3.9.jar                                       | commons-lang3-3.4.jar                 | maven-model-builder-3.3.9.jar
                                                               | plexus-utils-3.5.1.jar                |
maven-builder-support-3.3.9.jar                                | commons-lang3-3.4.jar                 | maven-model-builder-3.3.9.jar
plexus-utils-3.5.1.jar                                         | [none]                                | maven-aether-provider-3.3.9.jar
                                                               |                                       | maven-artifact-3.3.9.jar
                                                               |                                       | maven-model-3.3.9.jar
                                                               |                                       | maven-model-builder-3.3.9.jar
                                                               |                                       | maven-repository-metadata-3.3.9.jar
commons-codec-1.16.1.jar                                       | [none]                                | httpclient-4.5.14.jar
endpoints-spi-2.26.28.jar                                      | annotations-2.26.28.jar               | aws-core-2.26.28.jar
                                                               |                                       | lambda-2.26.28.jar
                                                               |                                       | s3-2.26.28.jar
                                                               |                                       | sdk-core-2.26.28.jar
checksums-2.26.28.jar                                          | annotations-2.26.28.jar               | http-auth-aws-2.26.28.jar
                                                               | checksums-spi-2.26.28.jar             | s3-2.26.28.jar
                                                               |                                       | sdk-core-2.26.28.jar
checksums-spi-2.26.28.jar                                      | annotations-2.26.28.jar               | checksums-2.26.28.jar
                                                               |                                       | http-auth-aws-2.26.28.jar
                                                               |                                       | s3-2.26.28.jar
                                                               |                                       | sdk-core-2.26.28.jar
http-auth-aws-eventstream-2.26.28.jar                          | annotations-2.26.28.jar               | [none]
annotations-2.26.28.jar                                        | [none]                                | arns-2.26.28.jar
                                                               |                                       | auth-2.26.28.jar
                                                               |                                       | aws-core-2.26.28.jar
                                                               |                                       | aws-json-protocol-2.26.28.jar
                                                               |                                       | aws-query-protocol-2.26.28.jar
                                                               |                                       | aws-xml-protocol-2.26.28.jar
                                                               |                                       | checksums-2.26.28.jar
                                                               |                                       | checksums-spi-2.26.28.jar
                                                               |                                       | crt-core-2.26.28.jar
                                                               |                                       | endpoints-spi-2.26.28.jar
                                                               |                                       | http-auth-2.26.28.jar
                                                               |                                       | http-auth-aws-2.26.28.jar
                                                               |                                       | http-auth-aws-eventstream-2.26.28.jar
                                                               |                                       | http-auth-spi-2.26.28.jar
                                                               |                                       | http-client-spi-2.26.28.jar
                                                               |                                       | identity-spi-2.26.28.jar
                                                               |                                       | json-utils-2.26.28.jar
                                                               |                                       | lambda-2.26.28.jar
                                                               |                                       | metrics-spi-2.26.28.jar
                                                               |                                       | profiles-2.26.28.jar
                                                               |                                       | protocol-core-2.26.28.jar
                                                               |                                       | regions-2.26.28.jar
                                                               |                                       | retries-2.26.28.jar
                                                               |                                       | retries-spi-2.26.28.jar
                                                               |                                       | s3-2.26.28.jar
                                                               |                                       | sdk-core-2.26.28.jar
                                                               |                                       | url-connection-client-2.26.28.jar
                                                               |                                       | utils-2.26.28.jar
third-party-jackson-core-2.26.28.jar                           | [none]                                | aws-json-protocol-2.26.28.jar
                                                               |                                       | json-utils-2.26.28.jar
joda-time-2.10.8.jar                                           | [none]                                | aws-java-sdk-core-1.12.228.jar
                                                               |                                       | aws-lambda-java-events-3.13.0.jar
plexus-component-annotations-1.6.jar                           | [none]                                | maven-aether-provider-3.3.9.jar
                                                               |                                       | maven-model-builder-3.3.9.jar
commons-lang3-3.4.jar                                          | [none]                                | maven-aether-provider-3.3.9.jar
                                                               |                                       | maven-artifact-3.3.9.jar
                                                               |                                       | maven-builder-support-3.3.9.jar
                                                               |                                       | maven-model-3.3.9.jar
                                                               |                                       | maven-model-builder-3.3.9.jar
failureaccess-1.0.2.jar                                        | [none]                                | guava-33.1.0-jre.jar
listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar | [none]                                | [none]
jsr305-3.0.2.jar                                               | [none]                                | aws-xray-recorder-sdk-core-2.17.0.jar
                                                               |                                       | guava-33.1.0-jre.jar
checker-qual-3.42.0.jar                                        | [none]                                | aws-xray-recorder-sdk-core-2.17.0.jar
                                                               |                                       | guava-33.1.0-jre.jar
error_prone_annotations-2.26.1.jar                             | [none]                                | guava-33.1.0-jre.jar
httpcore-4.4.16.jar                                            | [none]                                | aether-transport-http-1.1.0.jar
                                                               |                                       | aws-java-sdk-core-1.12.228.jar
                                                               |                                       | aws-xray-recorder-sdk-core-2.17.0.jar
                                                               |                                       | httpclient-4.5.14.jar
plexus-interpolation-1.21.jar                                  | [none]                                | maven-model-builder-3.3.9.jar
reactive-streams-1.0.4.jar                                     | [none]                                | auth-2.26.28.jar
                                                               |                                       | aws-core-2.26.28.jar
                                                               |                                       | http-auth-2.26.28.jar
                                                               |                                       | http-auth-aws-2.26.28.jar
                                                               |                                       | http-auth-spi-2.26.28.jar
                                                               |                                       | http-client-spi-2.26.28.jar
                                                               |                                       | lambda-2.26.28.jar
                                                               |                                       | s3-2.26.28.jar
                                                               |                                       | sdk-core-2.26.28.jar
                                                               |                                       | utils-2.26.28.jar
eventstream-1.0.1.jar                                          | [none]                                | auth-2.26.28.jar
                                                               |                                       | aws-core-2.26.28.jar
                                                               |                                       | http-auth-aws-2.26.28.jar
ion-java-1.0.2.jar                                             | [none]                                | aws-java-sdk-core-1.12.228.jar

Dependencies
------------
Dependencies as declared in POM file.

JAR file                                                       | Maven coordinates                                                           | Direct dependencies                                                         | Status
---------------------------------------------------------------+-----------------------------------------------------------------------------+-----------------------------------------------------------------------------+------------------------
jarhc-check-1.0.0-SNAPSHOT.jar                                 | [unknown]                                                                   | [unknown]                                                                   |
shared-1.0.0-SNAPSHOT.jar                                      | [unknown]                                                                   | [unknown]                                                                   |
jarhc-2.2.0.jar                                                | org.jarhc:jarhc:2.2.0                                                       | org.slf4j:slf4j-api:2.0.13                                                  | OK
                                                               |                                                                             | org.ow2.asm:asm:9.7 (runtime)                                               | OK
                                                               |                                                                             | org.json:json:20240303 (runtime)                                            | OK
                                                               |                                                                             | org.eclipse.aether:aether-impl:1.1.0 (runtime)                              | OK
                                                               |                                                                             | org.eclipse.aether:aether-api:1.1.0 (runtime)                               | OK
                                                               |                                                                             | org.eclipse.aether:aether-util:1.1.0 (runtime)                              | OK
                                                               |                                                                             | org.eclipse.aether:aether-spi:1.1.0 (runtime)                               | OK
                                                               |                                                                             | org.eclipse.aether:aether-connector-basic:1.1.0 (runtime)                   | OK
                                                               |                                                                             | org.eclipse.aether:aether-transport-file:1.1.0 (runtime)                    | OK
                                                               |                                                                             | org.eclipse.aether:aether-transport-http:1.1.0 (runtime)                    | OK
                                                               |                                                                             | org.apache.maven:maven-aether-provider:3.3.9 (runtime)                      | OK
                                                               |                                                                             | org.slf4j:jul-to-slf4j:2.0.13 (runtime)                                     | OK
                                                               |                                                                             | org.slf4j:jcl-over-slf4j:2.0.13 (runtime)                                   | OK
                                                               |                                                                             | com.google.guava:guava:33.1.0-jre (runtime)                                 | OK
                                                               |                                                                             | org.apache.httpcomponents:httpclient:4.5.14 (runtime)                       | OK
                                                               |                                                                             | org.codehaus.plexus:plexus-utils:3.5.1 (runtime)                            | OK
                                                               |                                                                             | commons-codec:commons-codec:1.16.1 (runtime)                                | OK
slf4j-simple-2.0.13.jar                                        | org.slf4j:slf4j-simple:2.0.13                                               | org.slf4j:slf4j-api:2.0.13                                                  | OK
aws-xray-recorder-sdk-core-2.17.0.jar                          | com.amazonaws:aws-xray-recorder-sdk-core:2.17.0                             | com.amazonaws:aws-java-sdk-xray:1.12.228                                    | OK
aws-java-sdk-xray-1.12.228.jar                                 | com.amazonaws:aws-java-sdk-xray:1.12.228                                    | com.amazonaws:aws-java-sdk-core:1.12.228                                    | OK
                                                               |                                                                             | com.amazonaws:jmespath-java:1.12.228                                        | OK
aws-java-sdk-core-1.12.228.jar                                 | com.amazonaws:aws-java-sdk-core:1.12.228                                    | commons-logging:commons-logging:1.1.3                                       | Unsatisfied
                                                               |                                                                             | commons-codec:commons-codec:1.15                                            | OK (version 1.16.1)
                                                               |                                                                             | org.apache.httpcomponents:httpclient:4.5.13                                 | OK (version 4.5.14)
                                                               |                                                                             | software.amazon.ion:ion-java:1.0.2                                          | OK
                                                               |                                                                             | com.fasterxml.jackson.core:jackson-databind:2.12.6.1                        | OK (version 2.17.2)
                                                               |                                                                             | com.fasterxml.jackson.dataformat:jackson-dataformat-cbor:2.12.6             | OK (version 2.17.2)
                                                               |                                                                             | joda-time:joda-time:2.8.1                                                   | OK (version 2.10.8)
jmespath-java-1.12.228.jar                                     | com.amazonaws:jmespath-java:1.12.228                                        | com.fasterxml.jackson.core:jackson-databind:2.12.6.1                        | OK (version 2.17.2)
jackson-dataformat-cbor-2.17.2.jar                             | com.fasterxml.jackson.dataformat:jackson-dataformat-cbor:2.17.2             | com.fasterxml.jackson.core:jackson-databind:2.17.2                          | OK
                                                               |                                                                             | com.fasterxml.jackson.core:jackson-annotations:2.17.2 (provided)            | OK
                                                               |                                                                             | com.fasterxml.jackson.core:jackson-core:2.17.2                              | OK
jackson-databind-2.17.2.jar                                    | com.fasterxml.jackson.core:jackson-databind:2.17.2                          | com.fasterxml.jackson.core:jackson-annotations:2.17.2                       | OK
                                                               |                                                                             | com.fasterxml.jackson.core:jackson-core:2.17.2                              | OK
jackson-annotations-2.17.2.jar                                 | com.fasterxml.jackson.core:jackson-annotations:2.17.2                       | [none]                                                                      |
jackson-core-2.17.2.jar                                        | com.fasterxml.jackson.core:jackson-core:2.17.2                              | [none]                                                                      |
jul-to-slf4j-2.0.13.jar                                        | org.slf4j:jul-to-slf4j:2.0.13                                               | org.slf4j:slf4j-api:2.0.13                                                  | OK
aether-transport-http-1.1.0.jar                                | org.eclipse.aether:aether-transport-http:1.1.0                              | org.eclipse.aether:aether-api:1.1.0                                         | OK
                                                               |                                                                             | org.eclipse.aether:aether-spi:1.1.0                                         | OK
                                                               |                                                                             | org.eclipse.aether:aether-util:1.1.0                                        | OK
                                                               |                                                                             | org.apache.httpcomponents:httpclient:4.3.5                                  | OK (version 4.5.14)
                                                               |                                                                             | org.slf4j:jcl-over-slf4j:1.6.2                                              | OK (version 2.0.13)
                                                               |                                                                             | javax.inject:javax.inject:1 (provided, optional)                            | Unsatisfied
jcl-over-slf4j-2.0.13.jar                                      | org.slf4j:jcl-over-slf4j:2.0.13                                             | org.slf4j:slf4j-api:2.0.13                                                  | OK
url-connection-client-2.26.28.jar                              | software.amazon.awssdk:url-connection-client:2.26.28                        | software.amazon.awssdk:utils:2.26.28                                        | OK
                                                               |                                                                             | software.amazon.awssdk:annotations:2.26.28                                  | OK
                                                               |                                                                             | software.amazon.awssdk:http-client-spi:2.26.28                              | OK
lambda-2.26.28.jar                                             | software.amazon.awssdk:lambda:2.26.28                                       | software.amazon.awssdk:aws-json-protocol:2.26.28                            | OK
                                                               |                                                                             | software.amazon.awssdk:protocol-core:2.26.28                                | OK
                                                               |                                                                             | software.amazon.awssdk:http-auth-aws:2.26.28                                | OK
                                                               |                                                                             | software.amazon.awssdk:sdk-core:2.26.28                                     | OK
                                                               |                                                                             | software.amazon.awssdk:auth:2.26.28                                         | OK
                                                               |                                                                             | software.amazon.awssdk:http-auth-spi:2.26.28                                | OK
                                                               |                                                                             | software.amazon.awssdk:http-auth:2.26.28                                    | OK
                                                               |                                                                             | software.amazon.awssdk:identity-spi:2.26.28                                 | OK
                                                               |                                                                             | software.amazon.awssdk:http-client-spi:2.26.28                              | OK
                                                               |                                                                             | software.amazon.awssdk:regions:2.26.28                                      | OK
                                                               |                                                                             | software.amazon.awssdk:annotations:2.26.28                                  | OK
                                                               |                                                                             | software.amazon.awssdk:utils:2.26.28                                        | OK
                                                               |                                                                             | software.amazon.awssdk:aws-core:2.26.28                                     | OK
                                                               |                                                                             | software.amazon.awssdk:metrics-spi:2.26.28                                  | OK
                                                               |                                                                             | software.amazon.awssdk:json-utils:2.26.28                                   | OK
                                                               |                                                                             | software.amazon.awssdk:endpoints-spi:2.26.28                                | OK
                                                               |                                                                             | software.amazon.awssdk:retries-spi:2.26.28                                  | OK
                                                               |                                                                             | software.amazon.awssdk:apache-client:2.26.28 (runtime)                      | Unsatisfied
                                                               |                                                                             | software.amazon.awssdk:netty-nio-client:2.26.28 (runtime)                   | Unsatisfied
s3-2.26.28.jar                                                 | software.amazon.awssdk:s3:2.26.28                                           | software.amazon.awssdk:aws-xml-protocol:2.26.28                             | OK
                                                               |                                                                             | software.amazon.awssdk:protocol-core:2.26.28                                | OK
                                                               |                                                                             | software.amazon.awssdk:arns:2.26.28                                         | OK
                                                               |                                                                             | software.amazon.awssdk:profiles:2.26.28                                     | OK
                                                               |                                                                             | software.amazon.awssdk:crt-core:2.26.28                                     | OK
                                                               |                                                                             | software.amazon.awssdk:http-auth:2.26.28                                    | OK
                                                               |                                                                             | software.amazon.awssdk:identity-spi:2.26.28                                 | OK
                                                               |                                                                             | software.amazon.awssdk:http-auth-spi:2.26.28                                | OK
                                                               |                                                                             | software.amazon.awssdk:http-auth-aws:2.26.28                                | OK
                                                               |                                                                             | software.amazon.awssdk:checksums:2.26.28                                    | OK
                                                               |                                                                             | software.amazon.awssdk:checksums-spi:2.26.28                                | OK
                                                               |                                                                             | software.amazon.awssdk.crt:aws-crt:0.30.3 (optional)                        | Unsatisfied
                                                               |                                                                             | software.amazon.awssdk:retries-spi:2.26.28                                  | OK
                                                               |                                                                             | software.amazon.awssdk:sdk-core:2.26.28                                     | OK
                                                               |                                                                             | software.amazon.awssdk:auth:2.26.28                                         | OK
                                                               |                                                                             | software.amazon.awssdk:http-client-spi:2.26.28                              | OK
                                                               |                                                                             | software.amazon.awssdk:regions:2.26.28                                      | OK
                                                               |                                                                             | software.amazon.awssdk:annotations:2.26.28                                  | OK
                                                               |                                                                             | software.amazon.awssdk:utils:2.26.28                                        | OK
                                                               |                                                                             | software.amazon.awssdk:aws-core:2.26.28                                     | OK
                                                               |                                                                             | software.amazon.awssdk:metrics-spi:2.26.28                                  | OK
                                                               |                                                                             | software.amazon.awssdk:json-utils:2.26.28                                   | OK
                                                               |                                                                             | software.amazon.awssdk:endpoints-spi:2.26.28                                | OK
                                                               |                                                                             | software.amazon.awssdk:apache-client:2.26.28 (runtime)                      | Unsatisfied
                                                               |                                                                             | software.amazon.awssdk:netty-nio-client:2.26.28 (runtime)                   | Unsatisfied
aws-json-protocol-2.26.28.jar                                  | software.amazon.awssdk:aws-json-protocol:2.26.28                            | software.amazon.awssdk:aws-core:2.26.28                                     | OK
                                                               |                                                                             | software.amazon.awssdk:protocol-core:2.26.28                                | OK
                                                               |                                                                             | software.amazon.awssdk:sdk-core:2.26.28                                     | OK
                                                               |                                                                             | software.amazon.awssdk:annotations:2.26.28                                  | OK
                                                               |                                                                             | software.amazon.awssdk:http-client-spi:2.26.28                              | OK
                                                               |                                                                             | software.amazon.awssdk:utils:2.26.28                                        | OK
                                                               |                                                                             | software.amazon.awssdk:third-party-jackson-core:2.26.28                     | OK
                                                               |                                                                             | software.amazon.awssdk:json-utils:2.26.28                                   | OK
aws-xml-protocol-2.26.28.jar                                   | software.amazon.awssdk:aws-xml-protocol:2.26.28                             | software.amazon.awssdk:aws-query-protocol:2.26.28                           | OK
                                                               |                                                                             | software.amazon.awssdk:protocol-core:2.26.28                                | OK
                                                               |                                                                             | software.amazon.awssdk:aws-core:2.26.28                                     | OK
                                                               |                                                                             | software.amazon.awssdk:sdk-core:2.26.28                                     | OK
                                                               |                                                                             | software.amazon.awssdk:annotations:2.26.28                                  | OK
                                                               |                                                                             | software.amazon.awssdk:http-client-spi:2.26.28                              | OK
                                                               |                                                                             | software.amazon.awssdk:utils:2.26.28                                        | OK
aws-query-protocol-2.26.28.jar                                 | software.amazon.awssdk:aws-query-protocol:2.26.28                           | software.amazon.awssdk:protocol-core:2.26.28                                | OK
                                                               |                                                                             | software.amazon.awssdk:aws-core:2.26.28                                     | OK
                                                               |                                                                             | software.amazon.awssdk:sdk-core:2.26.28                                     | OK
                                                               |                                                                             | software.amazon.awssdk:annotations:2.26.28                                  | OK
                                                               |                                                                             | software.amazon.awssdk:http-client-spi:2.26.28                              | OK
                                                               |                                                                             | software.amazon.awssdk:utils:2.26.28                                        | OK
protocol-core-2.26.28.jar                                      | software.amazon.awssdk:protocol-core:2.26.28                                | software.amazon.awssdk:sdk-core:2.26.28                                     | OK
                                                               |                                                                             | software.amazon.awssdk:annotations:2.26.28                                  | OK
                                                               |                                                                             | software.amazon.awssdk:utils:2.26.28                                        | OK
